cowid,parity,calving_date,enrolled,GovID,calendardate,animalid,lyingtime,standingtime,rumination,notruminating,inactivity,activity,highactivity,lie_stand,ruminate_nonruminat,active_nonactive,expday
524,1,23/05/2022,1,UK344097508288,18/05/2022,UK344097508288,12.45,10.55,10.416666667,12.583333333,4.2,17.316666667,1.4833333333,23,23,21.516666667,-5
527,1,27/05/2022,1,UK344097608464,22/05/2022,UK344097608464,13.683333333,10.316666667,9.9333333333,14.066666667,6.65,14.516666667,2.8333333333,24,24,21.166666667,-5
532,1,23/05/2022,1,UK344097408483,18/05/2022,UK344097408483,13.95,9.05,9.7833333333,13.216666667,5.9,15.583333333,1.5166666667,23,23,21.483333333,-5
542,8,24/06/2022,1,UK344097403338,19/06/2022,UK344097403338,14.083333333,9.9166666667,8.4666666667,15.533333333,8.0333333333,13.55,2.4166666667,24,24,21.583333333,-5
561,1,30/06/2022,1,UK344097108340,25/06/2022,UK344097108340,11.066666667,12.933333333,11.116666667,12.883333333,4.95,18.583333333,0.4666666667,24,24,23.533333333,-5
570,1,27/05/2022,1,UK344097508302,22/05/2022,UK344097508302,14.2,9.8,9.95,14.05,5.1166666667,18.25,0.6333333333,24,24,23.366666667,-5
575,1,10/06/2022,1,UK344097108361,05/06/2022,UK344097108361,10.533333333,13.466666667,11.55,12.45,4.55,18.383333333,1.0666666667,24,24,22.933333333,-5
590,2,16/06/2022,1,UK344097707296,11/06/2022,UK344097707296,10.366666667,13.633333333,10.016666667,13.983333333,5.2666666667,17.683333333,1.05,24,24,22.95,-5
593,3,23/06/2022,1,UK344097406985,18/06/2022,UK344097406985,8.85,15.15,7.9333333333,16.066666667,5.55,17.683333333,0.7833333333,24,24,23.233333333,-5
610,1,05/06/2022,1,UK344097707912,31/05/2022,UK344097707912,6.8833333333,17.116666667,9.5666666667,14.433333333,5.3166666667,13.833333333,4.85,24,24,19.15,-5
613,4,02/06/2022,1,UK344097406047,28/05/2022,UK344097406047,13.9,10.1,9.3,14.7,7.1833333333,15.116666667,1.6833333333,24,24,22.3,-5
654,5,30/06/2022,1,DE001265359399,25/06/2022,DE001265359399,12.3,11.7,8.0666666667,15.933333333,7.1833333333,13.3,3.5166666667,24,24,20.483333333,-5
690,3,09/06/2022,1,UK344097106436,04/06/2022,UK344097106436,12.516666667,11.483333333,11,13,4.5,17.366666667,2.1166666667,24,24,21.866666667,-5
704,2,03/06/2022,1,UK344097107374,29/05/2022,UK344097107374,14.733333333,9.2666666667,7.1333333333,16.866666667,10.816666667,10,3.2,24,24,20.816666667,-5
730,3,02/06/2022,1,UK344097306858,28/05/2022,UK344097306858,17.466666667,6.5333333333,10.566666667,13.433333333,8.0833333333,14.916666667,1,24,24,23,-5
758,4,27/06/2022,1,UK344097405669,22/06/2022,UK344097405669,12.933333333,11.066666667,9.9166666667,14.083333333,6.3666666667,17.5,0.1333333333,24,24,23.866666667,-5
776,2,07/06/2022,1,UK344097607687,02/06/2022,UK344097607687,13.783333333,10.216666667,8.5333333333,15.466666667,6.35,16.066666667,1.5833333333,24,24,22.416666667,-5
791,2,05/06/2022,1,UK344097507511,31/05/2022,UK344097507511,13.5,10.5,9.6666666667,14.333333333,5,17.033333333,1.9666666667,24,24,22.033333333,-5
822,2,01/07/2022,1,UK344097707695,26/06/2022,UK344097707695,8.2,15.8,11.333333333,12.666666667,2.9166666667,15.733333333,5.3333333333,24,24,18.65,-5
871,1,09/06/2022,1,UK344097408175,04/06/2022,UK344097408175,14.716666667,9.2833333333,10.166666667,13.833333333,7.0666666667,14.966666667,1.9666666667,24,24,22.033333333,-5
882,1,28/06/2022,1,UK344097508218,23/06/2022,UK344097508218,11.816666667,12.183333333,9.7666666667,14.233333333,6.0166666667,14.133333333,3.85,24,24,20.15,-5
898,2,06/07/2022,1,UK344097707646,01/07/2022,UK344097707646,13.833333333,10.166666667,10.433333333,13.566666667,5.4333333333,17.833333333,0.7333333333,24,24,23.266666667,-5
913,1,01/06/2022,1,UK344097408168,27/05/2022,UK344097408168,10.133333333,13.866666667,10.616666667,13.383333333,5.2,13.383333333,5.4166666667,24,24,18.583333333,-5
919,2,24/05/2022,1,UK344097307656,19/05/2022,UK344097307656,13.133333333,10.866666667,10,14,4.9833333333,14.183333333,4.8333333333,24,24,19.166666667,-5
931,2,12/06/2022,1,UK344097107542,07/06/2022,UK344097107542,7.9166666667,16.083333333,8.7333333333,15.266666667,4,19.4,0.6,24,24,23.4,-5
957,1,10/06/2022,1,UK344097208285,05/06/2022,UK344097208285,15.566666667,8.4333333333,9.8833333333,14.116666667,8.5666666667,13.533333333,1.8833333333,24,24,22.1,-5
969,3,05/06/2022,1,UK344097306746,31/05/2022,UK344097306746,9.8666666667,14.133333333,8.75,15.25,5.3333333333,13.8,4.8666666667,24,24,19.133333333,-5
977,2,13/06/2022,1,UK344097607491,08/06/2022,UK344097607491,11.4,12.6,8.7,15.3,6.2166666667,14.2,3.5833333333,24,24,20.416666667,-5
990,3,15/06/2022,1,UK344097406705,10/06/2022,UK344097406705,13.45,10.55,9.85,14.15,7.6666666667,15.016666667,1.3333333333,24,24,22.683333333,-5
1622,3,08/07/2022,1,UK344097106877,03/07/2022,UK344097106877,12.183333333,11.816666667,11.716666667,12.283333333,4.8833333333,18.966666667,0.15,24,24,23.85,-5
7194,2,27/05/2022,1,UK344097307194,22/05/2022,UK344097307194,13.316666667,10.683333333,9.3333333333,14.666666667,7.15,16.1,0.75,24,24,23.25,-5
8262,4,03/07/2022,1,DE001267448262,28/06/2022,DE001267448262,11.8,12.2,6.8,17.2,7.35,16.1,0.55,24,24,23.45,-5
8266,4,26/05/2022,1,DE001267448266,21/05/2022,DE001267448266,13.35,10.65,10.333333333,13.666666667,4.1666666667,13.85,5.9833333333,24,24,18.016666667,-5
8277,1,27/05/2022,1,UK344097108277,22/05/2022,UK344097108277,14.216666667,9.7833333333,8.2,15.8,6.2,14.35,3.45,24,24,20.55,-5
8524,1,08/07/2022,1,UK344097308524,03/07/2022,UK344097308524,14.666666667,9.3333333333,11.083333333,12.916666667,5.6166666667,17.933333333,0.45,24,24,23.55,-5
11,4,04/07/2022,1,UK344097506083,30/06/2022,UK344097506083,11.733333333,12.266666667,7.5666666667,16.433333333,5.9666666667,12.283333333,5.7666666667,24,24,18.25,-4
40,2,04/07/2022,1,UK344097407685,30/06/2022,UK344097407685,14.416666667,9.5833333333,9.95,14.05,5.4666666667,16.133333333,2.45,24,24,21.6,-4
50,2,04/06/2022,1,UK344097307516,31/05/2022,UK344097307516,9.1166666667,14.883333333,7.5833333333,16.416666667,6.0833333333,12.483333333,5.4333333333,24,24,18.566666667,-4
64,4,29/05/2022,1,UK344097206052,25/05/2022,UK344097206052,11.633333333,12.366666667,9.4,14.6,5.3,12.083333333,6.6,24,24,17.383333333,-4
70,2,23/05/2022,1,UK344097207641,19/05/2022,UK344097207641,12.7,11.3,9.8166666667,14.183333333,4.75,13.733333333,5.5166666667,24,24,18.483333333,-4
81,4,24/06/2022,1,UK344097205940,20/06/2022,UK344097205940,17.233333333,6.7666666667,7.6,16.4,10.3,13.1,0.6,24,24,23.4,-4
88,1,15/06/2022,1,UK344097608471,11/06/2022,UK344097608471,13.15,10.85,9.8666666667,14.133333333,5.2666666667,18.516666667,0.2166666667,24,24,23.783333333,-4
92,3,06/07/2022,1,UK344097607092,02/07/2022,UK344097607092,13.166666667,10.833333333,8.2166666667,15.783333333,7.6666666667,15.583333333,0.75,24,24,23.25,-4
111,1,05/06/2022,1,UK344097608485,01/06/2022,UK344097608485,10.783333333,13.216666667,10.25,13.75,4.2,16.233333333,3.5666666667,24,24,20.433333333,-4
129,1,23/06/2022,1,UK344097108354,19/06/2022,UK344097108354,9.2166666667,14.783333333,9.7166666667,14.283333333,5.3,16.266666667,2.4333333333,24,24,21.566666667,-4
131,1,10/06/2022,1,UK344097408315,06/06/2022,UK344097408315,6.7666666667,17.233333333,10.583333333,13.416666667,3.4166666667,17.45,3.1333333333,24,24,20.866666667,-4
136,1,19/06/2022,1,UK344097708248,15/06/2022,UK344097708248,11.566666667,12.433333333,10.566666667,13.433333333,5.9833333333,16.233333333,1.7833333333,24,24,22.216666667,-4
144,1,14/06/2022,1,UK344097508344,10/06/2022,UK344097508344,11.816666667,12.183333333,9.3666666667,14.633333333,5.95,14.1,3.95,24,24,20.05,-4
153,2,03/07/2022,1,UK344097307803,29/06/2022,UK344097307803,12.716666667,11.283333333,8.7666666667,15.233333333,5.9333333333,15.633333333,2.4333333333,24,24,21.566666667,-4
154,6,20/06/2022,1,UK344097604558,16/06/2022,UK344097604558,13.516666667,10.483333333,8.6666666667,15.333333333,5.75,17.7,0.55,24,24,23.45,-4
180,1,01/06/2022,1,UK344097408455,28/05/2022,UK344097408455,14.583333333,9.4166666667,11.55,12.45,4.7166666667,16.666666667,2.6166666667,24,24,21.383333333,-4
182,1,22/06/2022,1,UK344097308538,18/06/2022,UK344097308538,12.883333333,11.116666667,9.7666666667,14.233333333,6.5833333333,16.2,1.2166666667,24,24,22.783333333,-4
201,1,20/06/2022,1,UK344097408511,16/06/2022,UK344097408511,11.066666667,12.933333333,11.116666667,12.883333333,5.6166666667,16.216666667,2.15,24,24,21.833333333,-4
202,4,16/06/2022,1,UK344097505775,12/06/2022,UK344097505775,13.733333333,10.266666667,10.483333333,13.516666667,6.9,16.983333333,0.1166666667,24,24,23.883333333,-4
243,1,24/05/2022,1,UK344097408287,20/05/2022,UK344097408287,12.683333333,11.316666667,10.166666667,13.833333333,4.9,13.133333333,5.9666666667,24,24,18.033333333,-4
268,2,28/05/2022,1,UK344097207200,24/05/2022,UK344097207200,12.416666667,11.583333333,8.95,15.05,5.8333333333,14.95,3.2333333333,24,24,20.783333333,-4
270,1,06/06/2022,1,UK344097508295,02/06/2022,UK344097508295,12.333333333,11.666666667,9.7833333333,14.216666667,5.65,16.966666667,1.3833333333,24,24,22.616666667,-4
295,5,24/06/2022,1,UK344097105169,20/06/2022,UK344097105169,12.666666667,11.333333333,11.25,12.75,5.8333333333,18.083333333,0.0833333333,24,24,23.916666667,-4
331,3,01/06/2022,1,UK344097606665,28/05/2022,UK344097606665,14.333333333,9.6666666667,10.583333333,13.416666667,5.6666666667,15.55,2.7833333333,24,24,21.216666667,-4
333,2,27/06/2022,1,UK344097307558,23/06/2022,UK344097307558,12.716666667,11.283333333,8.8,15.2,7.1166666667,16.383333333,0.5,24,24,23.5,-4
359,3,30/05/2022,1,UK344097106639,26/05/2022,UK344097106639,13.483333333,10.516666667,9.8833333333,14.116666667,5.8,17.05,1.15,24,24,22.85,-4
423,3,24/06/2022,1,UK344097706666,20/06/2022,UK344097706666,13.966666667,10.033333333,10.1,13.9,6.8,15,2.2,24,24,21.8,-4
440,1,01/07/2022,1,UK344097508484,27/06/2022,UK344097508484,11.45,12.55,8.4833333333,15.516666667,6.9,16.15,0.95,24,24,23.05,-4
443,1,26/05/2022,1,UK344097708129,22/05/2022,UK344097708129,14.633333333,9.3666666667,9.6333333333,14.366666667,6.5333333333,15.2,2.2666666667,24,24,21.733333333,-4
447,4,11/06/2022,1,UK344097605461,07/06/2022,UK344097605461,13.05,10.95,10.866666667,13.133333333,5.7,15.083333333,3.2166666667,24,24,20.783333333,-4
450,1,10/06/2022,1,UK344097308517,06/06/2022,UK344097308517,12.366666667,11.633333333,9.8,14.2,5.4,15.85,2.75,24,24,21.25,-4
459,3,15/06/2022,1,UK344097706918,11/06/2022,UK344097706918,11.65,12.35,8.9166666667,15.083333333,5.0166666667,15.233333333,3.75,24,24,20.25,-4
462,1,26/05/2022,1,UK344097508470,22/05/2022,UK344097508470,14.816666667,9.1833333333,8.2833333333,15.716666667,8.5,13.883333333,1.6166666667,24,24,22.383333333,-4
463,1,04/06/2022,1,UK344097608191,31/05/2022,UK344097608191,13.483333333,10.516666667,8.5,15.5,6.9166666667,14.616666667,2.4666666667,24,24,21.533333333,-4
501,2,02/06/2022,1,UK344097407314,29/05/2022,UK344097407314,11.466666667,12.533333333,8.1833333333,15.816666667,6.5666666667,15.25,2.1833333333,24,24,21.816666667,-4
502,1,23/05/2022,1,UK344097308314,19/05/2022,UK344097308314,10.966666667,13.033333333,9.2833333333,14.716666667,4.9666666667,16.1,2.9333333333,24,24,21.066666667,-4
514,2,28/05/2022,1,UK344097207382,24/05/2022,UK344097207382,9.7833333333,14.216666667,8.35,15.65,4.7833333333,14.5,4.7166666667,24,24,19.283333333,-4
524,1,23/05/2022,1,UK344097508288,19/05/2022,UK344097508288,13.483333333,10.516666667,9.95,14.05,5.7,15.716666667,2.5833333333,24,24,21.416666667,-4
527,1,27/05/2022,1,UK344097608464,23/05/2022,UK344097608464,13.566666667,10.433333333,8.8333333333,15.166666667,7.1333333333,12.883333333,4,24,24,20.016666667,-4
532,1,23/05/2022,1,UK344097408483,19/05/2022,UK344097408483,13.983333333,10.016666667,10.216666667,13.783333333,6.1,15.633333333,2.2666666667,24,24,21.733333333,-4
542,8,24/06/2022,1,UK344097403338,20/06/2022,UK344097403338,11.516666667,12.483333333,8.95,15.05,6.3166666667,14.783333333,2.9166666667,24,24,21.1,-4
561,1,30/06/2022,1,UK344097108340,26/06/2022,UK344097108340,9.3666666667,14.633333333,12.35,11.65,3.2,20.033333333,0.7666666667,24,24,23.233333333,-4
570,1,27/05/2022,1,UK344097508302,23/05/2022,UK344097508302,13.9,10.1,9.7833333333,14.216666667,5.7333333333,17.433333333,0.8333333333,24,24,23.166666667,-4
575,1,10/06/2022,1,UK344097108361,06/06/2022,UK344097108361,7.15,16.85,11.116666667,12.883333333,2.8833333333,20.016666667,1.1,24,24,22.9,-4
590,2,16/06/2022,1,UK344097707296,12/06/2022,UK344097707296,15.333333333,8.6666666667,9.05,14.95,8.0833333333,14.983333333,0.9166666667,24,24,23.066666667,-4
593,3,23/06/2022,1,UK344097406985,19/06/2022,UK344097406985,3.8333333333,20.166666667,7.7666666667,16.233333333,2.5666666667,20.316666667,1.1166666667,24,24,22.883333333,-4
610,1,05/06/2022,1,UK344097707912,01/06/2022,UK344097707912,5.7166666667,18.283333333,9.3666666667,14.633333333,5.1,13.183333333,5.7166666667,24,24,18.283333333,-4
613,4,02/06/2022,1,UK344097406047,29/05/2022,UK344097406047,9.85,14.15,10.466666667,13.533333333,4.7,18.783333333,0.5166666667,24,24,23.483333333,-4
654,5,30/06/2022,1,DE001265359399,26/06/2022,DE001265359399,13.05,10.95,7.1,16.9,7.7,13.366666667,2.9333333333,24,24,21.066666667,-4
690,3,09/06/2022,1,UK344097106436,05/06/2022,UK344097106436,11.366666667,12.633333333,11.266666667,12.733333333,3.5333333333,19.366666667,1.1,24,24,22.9,-4
704,2,03/06/2022,1,UK344097107374,30/05/2022,UK344097107374,8.3333333333,15.666666667,9.9833333333,14.016666667,4.65,13.8,5.55,24,24,18.45,-4
730,3,02/06/2022,1,UK344097306858,29/05/2022,UK344097306858,18.483333333,5.5166666667,9.8,14.2,9.9666666667,13.366666667,0.6666666667,24,24,23.333333333,-4
758,4,27/06/2022,1,UK344097405669,23/06/2022,UK344097405669,14.116666667,9.8833333333,8.55,15.45,7.8166666667,15.616666667,0.5666666667,24,24,23.433333333,-4
776,2,07/06/2022,1,UK344097607687,03/06/2022,UK344097607687,12.083333333,11.916666667,8.6,15.4,5.2666666667,17.45,1.2833333333,24,24,22.716666667,-4
791,2,05/06/2022,1,UK344097507511,01/06/2022,UK344097507511,12.916666667,11.083333333,9.3666666667,14.633333333,4.9333333333,17.366666667,1.7,24,24,22.3,-4
822,2,01/07/2022,1,UK344097707695,27/06/2022,UK344097707695,13.066666667,10.933333333,9.9833333333,14.016666667,5.7333333333,13.166666667,5.1,24,24,18.9,-4
871,1,09/06/2022,1,UK344097408175,05/06/2022,UK344097408175,16.2,7.8,10.816666667,13.183333333,7.9333333333,14.85,1.2166666667,24,24,22.783333333,-4
882,1,28/06/2022,1,UK344097508218,24/06/2022,UK344097508218,14.333333333,9.6666666667,9.9666666667,14.033333333,6.9833333333,13.983333333,3.0166666667,24,24,20.966666667,-4
898,2,06/07/2022,1,UK344097707646,02/07/2022,UK344097707646,15.3,8.7,11.733333333,12.266666667,5.8833333333,17.55,0.5666666667,24,24,23.433333333,-4
913,1,01/06/2022,1,UK344097408168,28/05/2022,UK344097408168,10.633333333,13.366666667,10.65,13.35,5.2,13.583333333,5.2166666667,24,24,18.783333333,-4
919,2,24/05/2022,1,UK344097307656,20/05/2022,UK344097307656,13.416666667,10.583333333,9.35,14.65,4.95,14.9,4.1666666667,24,24,19.85,-4
931,2,12/06/2022,1,UK344097107542,08/06/2022,UK344097107542,16.35,7.65,11.183333333,12.816666667,6.4166666667,17.05,0.5333333333,24,24,23.466666667,-4
957,1,10/06/2022,1,UK344097208285,06/06/2022,UK344097208285,13.116666667,10.883333333,10.4,13.6,5.7833333333,16.5,1.7166666667,24,24,22.283333333,-4
969,3,05/06/2022,1,UK344097306746,01/06/2022,UK344097306746,11.433333333,12.566666667,10.166666667,13.833333333,5.4,13.95,4.6333333333,24,24,19.35,-4
977,2,13/06/2022,1,UK344097607491,09/06/2022,UK344097607491,12.166666667,11.833333333,8.7666666667,15.233333333,6.8833333333,13.5,3.6333333333,24,24,20.383333333,-4
990,3,15/06/2022,1,UK344097406705,11/06/2022,UK344097406705,14.783333333,9.2166666667,10.7,13.3,7.1833333333,15.95,0.8666666667,24,24,23.133333333,-4
1622,3,08/07/2022,1,UK344097106877,04/07/2022,UK344097106877,14.883333333,9.1166666667,11.15,12.85,6.7,16.95,0.35,24,24,23.65,-4
7194,2,27/05/2022,1,UK344097307194,23/05/2022,UK344097307194,11.783333333,12.216666667,9.15,14.85,6.6,16.433333333,0.9666666667,24,24,23.033333333,-4
8262,4,03/07/2022,1,DE001267448262,29/06/2022,DE001267448262,11.45,12.55,8.15,15.85,6.6833333333,16.966666667,0.35,24,24,23.65,-4
8266,4,26/05/2022,1,DE001267448266,22/05/2022,DE001267448266,15.4,8.6,10.383333333,13.616666667,5.8,12.733333333,5.4666666667,24,24,18.533333333,-4
8277,1,27/05/2022,1,UK344097108277,23/05/2022,UK344097108277,14.883333333,9.1166666667,8.75,15.25,6.75,14.85,2.4,24,24,21.6,-4
8524,1,08/07/2022,1,UK344097308524,04/07/2022,UK344097308524,13.133333333,10.866666667,11.316666667,12.683333333,5.0333333333,18.7,0.2666666667,24,24,23.733333333,-4
11,4,04/07/2022,1,UK344097506083,01/07/2022,UK344097506083,11.35,12.65,8.5,15.5,5.8,12.2,6,24,24,18,-3
40,2,04/07/2022,1,UK344097407685,01/07/2022,UK344097407685,16.133333333,7.8666666667,10.95,13.05,5.2,16.866666667,1.9333333333,24,24,22.066666667,-3
50,2,04/06/2022,1,UK344097307516,01/06/2022,UK344097307516,8.5166666667,15.483333333,7.9666666667,16.033333333,4.8333333333,14.35,4.8166666667,24,24,19.183333333,-3
64,4,29/05/2022,1,UK344097206052,26/05/2022,UK344097206052,11.116666667,12.883333333,9.2166666667,14.783333333,4.5666666667,12.35,7.0833333333,24,24,16.916666667,-3
70,2,23/05/2022,1,UK344097207641,20/05/2022,UK344097207641,12.5,11.5,11.05,12.95,4.3,14.916666667,4.7833333333,24,24,19.216666667,-3
81,4,24/06/2022,1,UK344097205940,21/06/2022,UK344097205940,15.783333333,8.2166666667,6.3833333333,17.616666667,10.516666667,11.95,1.5333333333,24,24,22.466666667,-3
88,1,15/06/2022,1,UK344097608471,12/06/2022,UK344097608471,14.75,9.25,10.45,13.55,6.4333333333,17.05,0.5166666667,24,24,23.483333333,-3
92,3,06/07/2022,1,UK344097607092,03/07/2022,UK344097607092,11.383333333,12.616666667,8.8666666667,15.133333333,6.6333333333,16.233333333,1.1333333333,24,24,22.866666667,-3
111,1,05/06/2022,1,UK344097608485,02/06/2022,UK344097608485,11.483333333,12.516666667,8.3333333333,15.666666667,5.45,16.4,2.15,24,24,21.85,-3
129,1,23/06/2022,1,UK344097108354,20/06/2022,UK344097108354,9.75,14.25,9.0666666667,14.933333333,5.4333333333,16.65,1.9166666667,24,24,22.083333333,-3
131,1,10/06/2022,1,UK344097408315,07/06/2022,UK344097408315,8.1666666667,15.833333333,10.35,13.65,4.3666666667,17.25,2.3833333333,24,24,21.616666667,-3
136,1,19/06/2022,1,UK344097708248,16/06/2022,UK344097708248,11.433333333,12.566666667,9.7666666667,14.233333333,6.15,16.483333333,1.3666666667,24,24,22.633333333,-3
144,1,14/06/2022,1,UK344097508344,11/06/2022,UK344097508344,9.8833333333,14.116666667,9.6166666667,14.383333333,3.8166666667,14.266666667,5.9166666667,24,24,18.083333333,-3
153,2,03/07/2022,1,UK344097307803,30/06/2022,UK344097307803,13.583333333,10.416666667,8.8333333333,15.166666667,5.6166666667,16.3,2.0833333333,24,24,21.916666667,-3
154,6,20/06/2022,1,UK344097604558,17/06/2022,UK344097604558,12.683333333,11.316666667,9.7666666667,14.233333333,5.7,16.683333333,1.6166666667,24,24,22.383333333,-3
180,1,01/06/2022,1,UK344097408455,29/05/2022,UK344097408455,15.05,8.95,11.283333333,12.716666667,5.15,15.483333333,3.35,24,24,20.633333333,-3
182,1,22/06/2022,1,UK344097308538,19/06/2022,UK344097308538,13.166666667,10.833333333,9.6833333333,14.316666667,6.4166666667,16.216666667,1.3666666667,24,24,22.633333333,-3
201,1,20/06/2022,1,UK344097408511,17/06/2022,UK344097408511,13.65,10.35,10.116666667,13.883333333,6.5333333333,15.366666667,2.1,24,24,21.9,-3
202,4,16/06/2022,1,UK344097505775,13/06/2022,UK344097505775,11.816666667,12.183333333,8.6166666667,15.383333333,6.5833333333,16.483333333,0.9333333333,24,24,23.066666667,-3
243,1,24/05/2022,1,UK344097408287,21/05/2022,UK344097408287,11.2,12.8,9.6833333333,14.316666667,4.2,13.25,6.5666666667,24,24,17.45,-3
268,2,28/05/2022,1,UK344097207200,25/05/2022,UK344097207200,13.466666667,10.533333333,8.9333333333,15.066666667,6.4,15,2.6,24,24,21.4,-3
270,1,06/06/2022,1,UK344097508295,03/06/2022,UK344097508295,15.916666667,8.0833333333,10.816666667,13.183333333,6.7833333333,15.65,1.5833333333,24,24,22.433333333,-3
295,5,24/06/2022,1,UK344097105169,21/06/2022,UK344097105169,12.35,11.65,10.366666667,13.633333333,5.1833333333,18.583333333,0.2333333333,24,24,23.766666667,-3
331,3,01/06/2022,1,UK344097606665,29/05/2022,UK344097606665,15.966666667,8.0333333333,9.7166666667,14.283333333,7.2833333333,13.983333333,2.7333333333,24,24,21.266666667,-3
333,2,27/06/2022,1,UK344097307558,24/06/2022,UK344097307558,11.583333333,12.416666667,8.0333333333,15.966666667,7.4166666667,16.033333333,0.55,24,24,23.45,-3
359,3,30/05/2022,1,UK344097106639,27/05/2022,UK344097106639,11.516666667,12.483333333,8.2666666667,15.733333333,5.9166666667,17.683333333,0.4,24,24,23.6,-3
423,3,24/06/2022,1,UK344097706666,21/06/2022,UK344097706666,12.05,10.95,9.4333333333,13.566666667,6.5166666667,15.2,1.2833333333,23,23,21.716666667,-3
440,1,01/07/2022,1,UK344097508484,28/06/2022,UK344097508484,14.166666667,9.8333333333,8.6666666667,15.333333333,8.1166666667,15.366666667,0.5166666667,24,24,23.483333333,-3
443,1,26/05/2022,1,UK344097708129,23/05/2022,UK344097708129,12.983333333,11.016666667,9.5666666667,14.433333333,5.2666666667,16.4,2.3333333333,24,24,21.666666667,-3
447,4,11/06/2022,1,UK344097605461,08/06/2022,UK344097605461,14.683333333,9.3166666667,10.133333333,13.866666667,7,13.633333333,3.3666666667,24,24,20.633333333,-3
450,1,10/06/2022,1,UK344097308517,07/06/2022,UK344097308517,12.766666667,11.233333333,10.033333333,13.966666667,5.2333333333,16.533333333,2.2333333333,24,24,21.766666667,-3
459,3,15/06/2022,1,UK344097706918,12/06/2022,UK344097706918,11.85,12.15,9.6166666667,14.383333333,5.4833333333,14.933333333,3.5833333333,24,24,20.416666667,-3
462,1,26/05/2022,1,UK344097508470,23/05/2022,UK344097508470,15.65,8.35,9.3833333333,14.616666667,8.2833333333,14.366666667,1.35,24,24,22.65,-3
463,1,04/06/2022,1,UK344097608191,01/06/2022,UK344097608191,13.216666667,10.783333333,8.9833333333,15.016666667,5.7333333333,14.85,3.4166666667,24,24,20.583333333,-3
501,2,02/06/2022,1,UK344097407314,30/05/2022,UK344097407314,9.9666666667,14.033333333,8.2,15.8,7.1333333333,14.883333333,1.9833333333,24,24,22.016666667,-3
502,1,23/05/2022,1,UK344097308314,20/05/2022,UK344097308314,11.183333333,12.816666667,10.45,13.55,4.3833333333,16.55,3.0666666667,24,24,20.933333333,-3
514,2,28/05/2022,1,UK344097207382,25/05/2022,UK344097207382,10.483333333,13.516666667,8.8166666667,15.183333333,5.4,14.916666667,3.6833333333,24,24,20.316666667,-3
524,1,23/05/2022,1,UK344097508288,20/05/2022,UK344097508288,13.766666667,10.233333333,11.133333333,12.866666667,5.3,16.683333333,2.0166666667,24,24,21.983333333,-3
527,1,27/05/2022,1,UK344097608464,24/05/2022,UK344097608464,13.466666667,10.533333333,8.4166666667,15.583333333,8.0333333333,11.966666667,3.9833333333,24,24,20,-3
532,1,23/05/2022,1,UK344097408483,20/05/2022,UK344097408483,11.833333333,12.166666667,10.033333333,13.966666667,5.5333333333,15.366666667,3.1,24,24,20.9,-3
542,8,24/06/2022,1,UK344097403338,21/06/2022,UK344097403338,12.983333333,11.016666667,7.95,16.05,7.6666666667,13.433333333,2.9,24,24,21.1,-3
561,1,30/06/2022,1,UK344097108340,27/06/2022,UK344097108340,10.45,13.55,11.433333333,12.566666667,4.4,18.966666667,0.6166666667,24,24,23.366666667,-3
570,1,27/05/2022,1,UK344097508302,24/05/2022,UK344097508302,13.133333333,10.866666667,9.9666666667,14.033333333,5.8333333333,16.816666667,1.35,24,24,22.65,-3
575,1,10/06/2022,1,UK344097108361,07/06/2022,UK344097108361,12.483333333,11.516666667,11.35,12.65,4.05,17.5,2.45,24,24,21.55,-3
590,2,16/06/2022,1,UK344097707296,13/06/2022,UK344097707296,11.033333333,12.966666667,8.7666666667,15.233333333,5.7833333333,16.083333333,2.1333333333,24,24,21.866666667,-3
593,3,23/06/2022,1,UK344097406985,20/06/2022,UK344097406985,9.1166666667,14.883333333,5.7333333333,18.266666667,6.2,17.35,0.45,24,24,23.55,-3
610,1,05/06/2022,1,UK344097707912,02/06/2022,UK344097707912,7.8333333333,16.166666667,8.1833333333,15.816666667,5.8,14.95,3.25,24,24,20.75,-3
613,4,02/06/2022,1,UK344097406047,30/05/2022,UK344097406047,11.716666667,12.283333333,10.75,13.25,5.0333333333,18.45,0.5166666667,24,24,23.483333333,-3
654,5,30/06/2022,1,DE001265359399,27/06/2022,DE001265359399,13.466666667,10.533333333,7.1833333333,16.816666667,7.9833333333,13.433333333,2.5833333333,24,24,21.416666667,-3
690,3,09/06/2022,1,UK344097106436,06/06/2022,UK344097106436,10.35,13.65,9.9166666667,14.083333333,4.1333333333,18.733333333,1.1333333333,24,24,22.866666667,-3
704,2,03/06/2022,1,UK344097107374,31/05/2022,UK344097107374,7.4333333333,16.566666667,9.6833333333,14.316666667,4.2666666667,13,6.7166666667,24,24,17.266666667,-3
730,3,02/06/2022,1,UK344097306858,30/05/2022,UK344097306858,16.616666667,7.3833333333,10.166666667,13.833333333,8.0166666667,15.55,0.4333333333,24,24,23.566666667,-3
758,4,27/06/2022,1,UK344097405669,24/06/2022,UK344097405669,12.533333333,11.466666667,10.283333333,13.716666667,6.1333333333,17.55,0.3166666667,24,24,23.683333333,-3
776,2,07/06/2022,1,UK344097607687,04/06/2022,UK344097607687,10.166666667,13.833333333,9.2833333333,14.716666667,4.7166666667,18.383333333,0.9,24,24,23.1,-3
