cowid,parity,calving_date,enrolled,GovID,calendardate,animalid,lyingtime,standingtime,rumination,notruminating,inactivity,activity,highactivity,lie_stand,ruminate_nonruminat,active_nonactive,expday
463,1,04/06/2022,1,UK344097608191,26/06/2022,UK344097608191,13.25,10.75,12.05,11.95,4.4166666667,19.316666667,0.2666666667,24,24,23.733333333,22
474,2,11/05/2022,1,UK344097307369,02/06/2022,UK344097307369,8.1166666667,15.883333333,10.316666667,13.683333333,3.1166666667,20.333333333,0.55,24,24,23.45,22
501,2,02/06/2022,1,UK344097407314,24/06/2022,UK344097407314,10.1,13.9,8.7333333333,15.266666667,6.6,17.15,0.25,24,24,23.75,22
502,1,23/05/2022,1,UK344097308314,14/06/2022,UK344097308314,11.05,12.95,10.866666667,13.133333333,5.2666666667,17.866666667,0.8666666667,24,24,23.133333333,22
509,1,28/04/2022,1,UK344097608226,20/05/2022,UK344097608226,8.8166666667,15.183333333,8.4333333333,15.566666667,4.4,17.366666667,2.2333333333,24,24,21.766666667,22
514,2,28/05/2022,1,UK344097207382,19/06/2022,UK344097207382,12.566666667,11.433333333,9.3166666667,14.683333333,4.5,16.35,3.15,24,24,20.85,22
521,2,14/05/2022,1,UK344097707415,05/06/2022,UK344097707415,11.433333333,12.566666667,8.7666666667,15.233333333,5.35,14.966666667,3.6666666667,24,24,20.316666667,22
524,1,23/05/2022,1,UK344097508288,14/06/2022,UK344097508288,12.466666667,11.533333333,10.516666667,13.483333333,5.4333333333,17.65,0.9166666667,24,24,23.083333333,22
527,1,27/05/2022,1,UK344097608464,18/06/2022,UK344097608464,12.316666667,11.683333333,10.766666667,13.233333333,5.9333333333,16.983333333,1.0833333333,24,24,22.916666667,22
532,1,23/05/2022,1,UK344097408483,14/06/2022,UK344097408483,11.933333333,12.066666667,13.9,10.1,4.9833333333,18.516666667,0.5,24,24,23.5,22
542,8,24/06/2022,1,UK344097403338,16/07/2022,UK344097403338,13.8,10.2,9.4,14.6,8.05,14.666666667,1.2833333333,24,24,22.716666667,22
556,1,28/04/2022,1,UK344097108480,20/05/2022,UK344097108480,11.766666667,12.233333333,11.133333333,12.866666667,5.5666666667,18.033333333,0.4,24,24,23.6,22
561,1,30/06/2022,1,UK344097108340,22/07/2022,UK344097108340,12.233333333,11.766666667,14.266666667,9.7333333333,3.8,19.716666667,0.4833333333,24,24,23.516666667,22
570,1,27/05/2022,1,UK344097508302,18/06/2022,UK344097508302,14.45,9.55,13.333333333,10.666666667,6.65,17.3,0.05,24,24,23.95,22
575,1,10/06/2022,1,UK344097108361,02/07/2022,UK344097108361,10.383333333,13.616666667,12,12,4.6833333333,18.616666667,0.7,24,24,23.3,22
580,1,30/04/2022,1,UK344097508267,22/05/2022,UK344097508267,13.05,10.95,9.6166666667,14.383333333,6.7166666667,16.016666667,1.2666666667,24,24,22.733333333,22
590,2,16/06/2022,1,UK344097707296,08/07/2022,UK344097707296,11.233333333,12.766666667,9.05,14.95,5.4166666667,16.95,1.6333333333,24,24,22.366666667,22
593,3,23/06/2022,1,UK344097406985,15/07/2022,UK344097406985,7.0666666667,16.933333333,10.066666667,13.933333333,4.05,19.233333333,0.7166666667,24,24,23.283333333,22
606,4,26/04/2022,1,UK344097206059,18/05/2022,UK344097206059,15.233333333,7.7666666667,10.6,12.4,6.0166666667,16.95,0.0333333333,23,23,22.966666667,22
610,1,05/06/2022,1,UK344097707912,27/06/2022,UK344097707912,5.6666666667,18.333333333,13.216666667,10.783333333,3.8333333333,15.766666667,4.4,24,24,19.6,22
613,4,02/06/2022,1,UK344097406047,24/06/2022,UK344097406047,12.5,11.5,9.2666666667,14.733333333,7.1166666667,16.516666667,0.3666666667,24,24,23.633333333,22
639,2,26/04/2022,1,UK344097107318,18/05/2022,UK344097107318,11.65,11.35,8.1166666667,14.883333333,5.6833333333,15.483333333,1.8166666667,23,23,21.166666667,22
652,4,11/05/2022,1,UK344097406040,02/06/2022,UK344097406040,11.766666667,12.233333333,8.8,15.2,7.7,16.15,0.15,24,24,23.85,22
654,5,30/06/2022,1,DE001265359399,22/07/2022,DE001265359399,20.55,3.45,2.6,21.4,17.833333333,5.9166666667,0.25,24,24,23.75,22
690,3,09/06/2022,1,UK344097106436,01/07/2022,UK344097106436,16.666666667,7.3333333333,10.9,13.1,7.75,15.95,0.3,24,24,23.7,22
704,2,03/06/2022,1,UK344097107374,25/06/2022,UK344097107374,11.25,12.75,7.6166666667,16.383333333,8.85,12.233333333,2.9166666667,24,24,21.083333333,22
705,2,29/04/2022,1,UK344097107409,21/05/2022,UK344097107409,13.083333333,10.916666667,7.5166666667,16.483333333,8.1833333333,15.05,0.7666666667,24,24,23.233333333,22
730,3,02/06/2022,1,UK344097306858,24/06/2022,UK344097306858,14.983333333,9.0166666667,9.2166666667,14.783333333,7.7166666667,14.15,2.1333333333,24,24,21.866666667,22
750,2,12/05/2022,1,UK344097307397,03/06/2022,UK344097307397,14.316666667,9.6833333333,9.15,14.85,7.4,16.516666667,0.0833333333,24,24,23.916666667,22
758,4,27/06/2022,1,UK344097405669,19/07/2022,UK344097405669,8.7833333333,15.216666667,15.066666667,8.9333333333,1.8666666667,21.983333333,0.15,24,24,23.85,22
776,2,07/06/2022,1,UK344097607687,29/06/2022,UK344097607687,14.9,9.1,10.716666667,13.283333333,5.55,18.266666667,0.1833333333,24,24,23.816666667,22
782,2,02/05/2022,1,UK344097107367,24/05/2022,UK344097107367,12.916666667,11.083333333,11.283333333,12.716666667,4.7166666667,16.6,2.6666666667,24,24,21.316666667,22
791,2,05/06/2022,1,UK344097507511,27/06/2022,UK344097507511,14.033333333,9.9666666667,11.516666667,12.483333333,6.4666666667,17.333333333,0.2,24,24,23.8,22
820,3,16/05/2022,1,UK344097206332,07/06/2022,UK344097206332,10.466666667,13.533333333,11.433333333,12.566666667,6.5,17.466666667,0.0333333333,24,24,23.966666667,22
822,2,01/07/2022,1,UK344097707695,23/07/2022,UK344097707695,12.6,11.4,11.75,12.25,3.3,16.866666667,3.8166666667,24,24,20.166666667,22
871,1,09/06/2022,1,UK344097408175,01/07/2022,UK344097408175,14.266666667,9.7333333333,12.483333333,11.516666667,6.75,17.166666667,0.0833333333,24,24,23.916666667,22
882,1,28/06/2022,1,UK344097508218,20/07/2022,UK344097508218,10.016666667,13.983333333,11.033333333,12.966666667,4.15,16.683333333,3.1833333333,24,24,20.833333333,22
913,1,01/06/2022,1,UK344097408168,23/06/2022,UK344097408168,9.75,14.25,10.883333333,13.116666667,5.5666666667,16.416666667,2.0166666667,24,24,21.983333333,22
919,2,24/05/2022,1,UK344097307656,15/06/2022,UK344097307656,13.783333333,10.216666667,8.3666666667,15.633333333,7.35,16.116666667,0.5333333333,24,24,23.466666667,22
931,2,12/06/2022,1,UK344097107542,04/07/2022,UK344097107542,10.4,13.6,10.033333333,13.966666667,3.3666666667,19.266666667,1.3666666667,24,24,22.633333333,22
952,3,18/05/2022,1,UK344097206787,09/06/2022,UK344097206787,9.9666666667,14.033333333,10.433333333,13.566666667,3.8666666667,19.6,0.5333333333,24,24,23.466666667,22
957,1,10/06/2022,1,UK344097208285,02/07/2022,UK344097208285,15.283333333,8.7166666667,14.3,9.7,6.0833333333,17.683333333,0.2333333333,24,24,23.766666667,22
962,2,17/05/2022,1,UK344097607596,08/06/2022,UK344097607596,6.45,17.55,11.083333333,12.916666667,2.45,19.45,2.1,24,24,21.9,22
969,3,05/06/2022,1,UK344097306746,27/06/2022,UK344097306746,9.5,14.5,11.083333333,12.916666667,3.9333333333,18.7,1.3666666667,24,24,22.633333333,22
977,2,13/06/2022,1,UK344097607491,05/07/2022,UK344097607491,8.5166666667,15.483333333,8.15,15.85,4.8666666667,15.65,3.4833333333,24,24,20.516666667,22
990,3,15/06/2022,1,UK344097406705,07/07/2022,UK344097406705,13.4,10.6,7.35,16.65,8.8333333333,14.366666667,0.8,24,24,23.2,22
1794,3,27/06/2022,1,UK344097406824,19/07/2022,UK344097406824,16.666666667,7.3333333333,8.7666666667,15.233333333,10.5,13.416666667,0.0833333333,24,24,23.916666667,22
6975,4,14/05/2022,1,DE001501116975,05/06/2022,DE001501116975,9.1,14.9,8.7833333333,15.216666667,5.3333333333,14.15,4.55,24,24,19.483333333,22
7194,2,27/05/2022,1,UK344097307194,18/06/2022,UK344097307194,14.033333333,9.9666666667,12.316666667,11.683333333,6.5,17.45,0.05,24,24,23.95,22
8262,4,03/07/2022,1,DE001267448262,25/07/2022,DE001267448262,8.2166666667,15.783333333,11.783333333,12.216666667,3.3,20.566666667,0.1333333333,24,24,23.866666667,22
8266,4,26/05/2022,1,DE001267448266,17/06/2022,DE001267448266,15.55,8.45,8.6166666667,15.383333333,7.9666666667,14.983333333,1.05,24,24,22.95,22
8277,1,27/05/2022,1,UK344097108277,18/06/2022,UK344097108277,13.8,10.2,11.116666667,12.883333333,5.4333333333,17.75,0.8,24,24,23.183333333,22
50,2,04/06/2022,1,UK344097307516,27/06/2022,UK344097307516,5.8666666667,18.133333333,9.2333333333,14.766666667,3.55,15.516666667,4.9333333333,24,24,19.066666667,23
70,2,23/05/2022,1,UK344097207641,15/06/2022,UK344097207641,10.416666667,13.583333333,9.35,14.65,3.9333333333,19.083333333,0.9833333333,24,24,23.016666667,23
81,4,24/06/2022,1,UK344097205940,17/07/2022,UK344097205940,13.866666667,8.1333333333,9.6833333333,12.316666667,6.55,14.716666667,0.7333333333,22,22,21.266666667,23
88,1,15/06/2022,1,UK344097608471,08/07/2022,UK344097608471,15.283333333,8.7166666667,11.683333333,12.316666667,7.1833333333,16.716666667,0.1166666667,24,24,23.9,23
93,1,20/05/2022,1,UK344097708451,12/06/2022,UK344097708451,15.966666667,8.0333333333,9.35,14.65,7.8833333333,15.95,0.1666666667,24,24,23.833333333,23
107,2,10/05/2022,1,UK344097707177,02/06/2022,UK344097707177,12.716666667,11.283333333,10.3,13.7,5.9333333333,17.383333333,0.6833333333,24,24,23.316666667,23
111,1,05/06/2022,1,UK344097608485,28/06/2022,UK344097608485,11.966666667,12.033333333,10.683333333,13.316666667,3.6666666667,19.433333333,0.9,24,24,23.1,23
129,1,23/06/2022,1,UK344097108354,16/07/2022,UK344097108354,12.216666667,11.783333333,11,13,4.1666666667,19.083333333,0.75,24,24,23.25,23
131,1,10/06/2022,1,UK344097408315,03/07/2022,UK344097408315,7.2166666667,16.783333333,11.266666667,12.733333333,4.6333333333,19.2,0.1666666667,24,24,23.833333333,23
136,1,19/06/2022,1,UK344097708248,12/07/2022,UK344097708248,9.2166666667,14.783333333,10.716666667,13.283333333,3.7333333333,19.6,0.6666666667,24,24,23.333333333,23
140,3,14/05/2022,1,UK344097606553,06/06/2022,UK344097606553,16.483333333,7.5166666667,8.5666666667,15.433333333,10.783333333,13.166666667,0.05,24,24,23.95,23
144,1,14/06/2022,1,UK344097508344,07/07/2022,UK344097508344,11.45,12.55,9.9166666667,14.083333333,5.2166666667,17.833333333,0.9666666667,24,24,23.05,23
153,2,03/07/2022,1,UK344097307803,26/07/2022,UK344097307803,10.3,10.7,9.5333333333,11.466666667,4.8,15.866666667,0.3333333333,21,21,20.666666667,23
154,6,20/06/2022,1,UK344097604558,13/07/2022,UK344097604558,11.166666667,12.833333333,11.183333333,12.816666667,4.95,18.683333333,0.3666666667,24,24,23.633333333,23
180,1,01/06/2022,1,UK344097408455,24/06/2022,UK344097408455,15.183333333,8.8166666667,11.05,12.95,6.7,17.1,0.2,24,24,23.8,23
182,1,22/06/2022,1,UK344097308538,15/07/2022,UK344097308538,13.7,10.3,10.2,13.8,7.7833333333,15.866666667,0.35,24,24,23.65,23
201,1,20/06/2022,1,UK344097408511,13/07/2022,UK344097408511,12.566666667,11.433333333,10.333333333,13.666666667,6.6833333333,16.216666667,1.1,24,24,22.9,23
202,4,16/06/2022,1,UK344097505775,09/07/2022,UK344097505775,9.8833333333,14.116666667,14.05,9.95,3.7333333333,20.183333333,0.0833333333,24,24,23.916666667,23
240,5,06/05/2022,1,UK344097104609,29/05/2022,UK344097104609,11.4,12.6,9.6,14.4,5.4166666667,14.616666667,3.9833333333,24,24,20.033333333,23
243,1,24/05/2022,1,UK344097408287,16/06/2022,UK344097408287,12.116666667,11.883333333,10.766666667,13.233333333,5.2,15.933333333,2.8666666667,24,24,21.133333333,23
255,1,06/05/2022,1,UK344097208250,29/05/2022,UK344097208250,12.483333333,11.516666667,10.3,13.7,4.6,18.683333333,0.7166666667,24,24,23.283333333,23
268,2,28/05/2022,1,UK344097207200,20/06/2022,UK344097207200,13.166666667,10.833333333,8.4833333333,15.516666667,6.8333333333,16.1,1.0666666667,24,24,22.933333333,23
270,1,06/06/2022,1,UK344097508295,29/06/2022,UK344097508295,10.166666667,13.833333333,11.933333333,12.066666667,3.5166666667,19.983333333,0.5,24,24,23.5,23
295,5,24/06/2022,1,UK344097105169,17/07/2022,UK344097105169,11.766666667,10.233333333,9.4166666667,12.583333333,6.3833333333,15.616666667,0,22,22,22,23
331,3,01/06/2022,1,UK344097606665,24/06/2022,UK344097606665,11.866666667,12.133333333,10.966666667,13.033333333,4.0166666667,18.15,1.8333333333,24,24,22.166666667,23
333,2,27/06/2022,1,UK344097307558,20/07/2022,UK344097307558,13.083333333,10.916666667,13.616666667,10.383333333,5.25,18.666666667,0.0833333333,24,24,23.916666667,23
359,3,30/05/2022,1,UK344097106639,22/06/2022,UK344097106639,11.766666667,12.233333333,11.366666667,12.633333333,6.3333333333,17.316666667,0.35,24,24,23.65,23
416,3,04/05/2022,1,UK344097206703,27/05/2022,UK344097206703,11.166666667,12.833333333,11.766666667,12.233333333,5.15,15.783333333,3.0666666667,24,24,20.933333333,23
423,3,24/06/2022,1,UK344097706666,17/07/2022,UK344097706666,9,13,10.283333333,11.716666667,4,15.133333333,2.8666666667,22,22,19.133333333,23
440,1,01/07/2022,1,UK344097508484,24/07/2022,UK344097508484,10.75,13.25,13.7,10.3,4.0833333333,19.7,0.2166666667,24,24,23.783333333,23
447,4,11/06/2022,1,UK344097605461,04/07/2022,UK344097605461,12.483333333,11.516666667,9.1333333333,14.866666667,4.6166666667,18.2,1.1666666667,24,24,22.816666667,23
450,1,10/06/2022,1,UK344097308517,03/07/2022,UK344097308517,14.75,9.25,9.8,14.2,6.2166666667,17.633333333,0.15,24,24,23.85,23
459,3,15/06/2022,1,UK344097706918,08/07/2022,UK344097706918,12.7,11.3,9.5666666667,14.433333333,5.8166666667,17.683333333,0.5,24,24,23.5,23
462,1,26/05/2022,1,UK344097508470,18/06/2022,UK344097508470,12.133333333,11.866666667,11.883333333,12.116666667,4.2,18.683333333,1.1166666667,24,24,22.883333333,23
463,1,04/06/2022,1,UK344097608191,27/06/2022,UK344097608191,14.95,9.05,11.416666667,12.583333333,5.9833333333,17.466666667,0.55,24,24,23.45,23
474,2,11/05/2022,1,UK344097307369,03/06/2022,UK344097307369,8.2333333333,15.766666667,11.65,12.35,3.4666666667,20.066666667,0.4666666667,24,24,23.533333333,23
501,2,02/06/2022,1,UK344097407314,25/06/2022,UK344097407314,11.266666667,12.733333333,7.4,16.6,8.2666666667,15.566666667,0.1666666667,24,24,23.833333333,23
502,1,23/05/2022,1,UK344097308314,15/06/2022,UK344097308314,8.55,15.45,8.7666666667,15.233333333,3.3333333333,19.216666667,1.45,24,24,22.55,23
509,1,28/04/2022,1,UK344097608226,21/05/2022,UK344097608226,8.8666666667,15.133333333,8.5666666667,15.433333333,5.35,17.516666667,1.1333333333,24,24,22.866666667,23
514,2,28/05/2022,1,UK344097207382,20/06/2022,UK344097207382,12.866666667,11.133333333,9.45,14.55,4.95,15.616666667,3.4333333333,24,24,20.566666667,23
521,2,14/05/2022,1,UK344097707415,06/06/2022,UK344097707415,10.8,13.2,8.5333333333,15.466666667,6.3166666667,15,2.6833333333,24,24,21.316666667,23
524,1,23/05/2022,1,UK344097508288,15/06/2022,UK344097508288,10.5,13.5,8.8333333333,15.166666667,5.0666666667,16.716666667,2.2166666667,24,24,21.783333333,23
527,1,27/05/2022,1,UK344097608464,19/06/2022,UK344097608464,13.916666667,10.083333333,10.266666667,13.733333333,6.75,16.266666667,0.9833333333,24,24,23.016666667,23
532,1,23/05/2022,1,UK344097408483,15/06/2022,UK344097408483,13.433333333,10.566666667,13.766666667,10.233333333,5.8833333333,17.933333333,0.1833333333,24,24,23.816666667,23
542,8,24/06/2022,1,UK344097403338,17/07/2022,UK344097403338,12.933333333,9.0666666667,8.7166666667,13.283333333,7.4833333333,13.65,0.8666666667,22,22,21.133333333,23
556,1,28/04/2022,1,UK344097108480,21/05/2022,UK344097108480,11.633333333,12.366666667,10.533333333,13.466666667,5.6166666667,18.116666667,0.2666666667,24,24,23.733333333,23
561,1,30/06/2022,1,UK344097108340,23/07/2022,UK344097108340,9.5333333333,14.466666667,13.533333333,10.466666667,3.5833333333,19.866666667,0.55,24,24,23.45,23
570,1,27/05/2022,1,UK344097508302,19/06/2022,UK344097508302,10.4,13.6,11.266666667,12.733333333,3.65,20.05,0.3,24,24,23.7,23
575,1,10/06/2022,1,UK344097108361,03/07/2022,UK344097108361,11.15,12.85,11.366666667,12.633333333,4.9,18.45,0.65,24,24,23.35,23
580,1,30/04/2022,1,UK344097508267,23/05/2022,UK344097508267,13.6,10.4,9.5666666667,14.433333333,6.5,16,1.5,24,24,22.5,23
590,2,16/06/2022,1,UK344097707296,09/07/2022,UK344097707296,12.516666667,11.483333333,9.55,14.45,6.2666666667,16.083333333,1.6333333333,24,24,22.35,23
593,3,23/06/2022,1,UK344097406985,16/07/2022,UK344097406985,9.5166666667,14.483333333,10.6,13.4,4.1666666667,18.083333333,1.75,24,24,22.25,23
606,4,26/04/2022,1,UK344097206059,19/05/2022,UK344097206059,9.3666666667,14.633333333,9.75,14.25,2.7833333333,21.066666667,0.15,24,24,23.85,23
610,1,05/06/2022,1,UK344097707912,28/06/2022,UK344097707912,7.0166666667,16.983333333,13.016666667,10.983333333,4.5333333333,16.45,3.0166666667,24,24,20.983333333,23
613,4,02/06/2022,1,UK344097406047,25/06/2022,UK344097406047,12.85,11.15,10.416666667,13.583333333,8.3833333333,15.516666667,0.1,24,24,23.9,23
639,2,26/04/2022,1,UK344097107318,19/05/2022,UK344097107318,8.9166666667,15.083333333,7.8833333333,16.116666667,4.3666666667,15.733333333,3.9,24,24,20.1,23
652,4,11/05/2022,1,UK344097406040,03/06/2022,UK344097406040,13.066666667,10.933333333,10.566666667,13.433333333,6.8666666667,16.683333333,0.45,24,24,23.55,23
654,5,30/06/2022,1,DE001265359399,23/07/2022,DE001265359399,19.75,4.25,2.05,21.95,17.95,5.7833333333,0.2666666667,24,24,23.733333333,23
690,3,09/06/2022,1,UK344097106436,02/07/2022,UK344097106436,16.7,7.3,11.65,12.35,8.6166666667,15.216666667,0.1666666667,24,24,23.833333333,23
704,2,03/06/2022,1,UK344097107374,26/06/2022,UK344097107374,6.7,17.3,8.7166666667,15.283333333,4.1,14.6,5.3,24,24,18.7,23
705,2,29/04/2022,1,UK344097107409,22/05/2022,UK344097107409,15.45,8.55,6.9666666667,17.033333333,9.4333333333,14.1,0.4666666667,24,24,23.533333333,23
730,3,02/06/2022,1,UK344097306858,25/06/2022,UK344097306858,17.083333333,6.9166666667,10.3,13.7,8.6,13.95,1.45,24,24,22.55,23
750,2,12/05/2022,1,UK344097307397,04/06/2022,UK344097307397,13.25,10.75,8.5,15.5,5.45,17.9,0.65,24,24,23.35,23
758,4,27/06/2022,1,UK344097405669,20/07/2022,UK344097405669,11.933333333,12.066666667,13.866666667,10.133333333,3.8333333333,19.766666667,0.4,24,24,23.6,23
776,2,07/06/2022,1,UK344097607687,30/06/2022,UK344097607687,13.616666667,10.383333333,8.65,15.35,6.9833333333,16.533333333,0.4833333333,24,24,23.516666667,23
782,2,02/05/2022,1,UK344097107367,25/05/2022,UK344097107367,14.983333333,9.0166666667,9.0166666667,14.983333333,8.9333333333,12.083333333,3,24,24,21.016666667,23
791,2,05/06/2022,1,UK344097507511,28/06/2022,UK344097507511,12.8,11.2,13.416666667,10.583333333,5.4333333333,18.516666667,0.05,24,24,23.95,23
820,3,16/05/2022,1,UK344097206332,08/06/2022,UK344097206332,12.566666667,11.433333333,10.516666667,13.483333333,7.3333333333,16.566666667,0.1,24,24,23.9,23
822,2,01/07/2022,1,UK344097707695,24/07/2022,UK344097707695,13.866666667,10.133333333,11.066666667,12.933333333,4.9833333333,15.6,3.4,24,24,20.583333333,23
871,1,09/06/2022,1,UK344097408175,02/07/2022,UK344097408175,15.05,8.95,11.95,12.05,8.1333333333,15.85,0.0166666667,24,24,23.983333333,23
882,1,28/06/2022,1,UK344097508218,21/07/2022,UK344097508218,10.133333333,13.866666667,10.066666667,13.933333333,4.8833333333,14.533333333,4.5833333333,24,24,19.416666667,23
913,1,01/06/2022,1,UK344097408168,24/06/2022,UK344097408168,9.6833333333,14.316666667,11.683333333,12.316666667,5.15,16.616666667,2.2333333333,24,24,21.766666667,23
919,2,24/05/2022,1,UK344097307656,16/06/2022,UK344097307656,10.65,13.35,8.6166666667,15.383333333,5.2333333333,18.283333333,0.4833333333,24,24,23.516666667,23
931,2,12/06/2022,1,UK344097107542,05/07/2022,UK344097107542,7.6166666667,16.383333333,11.15,12.85,2.75,20.416666667,0.8333333333,24,24,23.166666667,23
952,3,18/05/2022,1,UK344097206787,10/06/2022,UK344097206787,12.75,11.25,10.75,13.25,4.5333333333,19,0.4666666667,24,24,23.533333333,23
957,1,10/06/2022,1,UK344097208285,03/07/2022,UK344097208285,14.4,9.6,12.25,11.75,7.6,15.683333333,0.7166666667,24,24,23.283333333,23
962,2,17/05/2022,1,UK344097607596,09/06/2022,UK344097607596,7.8,16.2,10.166666667,13.833333333,3.4666666667,19.05,1.4833333333,24,24,22.516666667,23
969,3,05/06/2022,1,UK344097306746,28/06/2022,UK344097306746,10.433333333,13.566666667,8.1333333333,15.866666667,6.6333333333,15.633333333,1.7166666667,24,24,22.266666667,23
977,2,13/06/2022,1,UK344097607491,06/07/2022,UK344097607491,10.05,13.95,8.9666666667,15.033333333,5.2333333333,15.4,3.3666666667,24,24,20.633333333,23
990,3,15/06/2022,1,UK344097406705,08/07/2022,UK344097406705,11.483333333,12.516666667,11.3,12.7,5.3,17.2,1.5,24,24,22.5,23
1794,3,27/06/2022,1,UK344097406824,20/07/2022,UK344097406824,17.416666667,6.5833333333,9.4333333333,14.566666667,10.216666667,13.7,0.0833333333,24,24,23.916666667,23
6975,4,14/05/2022,1,DE001501116975,06/06/2022,DE001501116975,11.416666667,12.583333333,7.4166666667,16.583333333,6.7833333333,12.883333333,4.3333333333,24,24,19.666666667,23
7194,2,27/05/2022,1,UK344097307194,19/06/2022,UK344097307194,11.983333333,12.016666667,11.45,12.55,5.8833333333,17.833333333,0.2833333333,24,24,23.716666667,23
8262,4,03/07/2022,1,DE001267448262,26/07/2022,DE001267448262,8.6166666667,12.383333333,11.583333333,9.4166666667,4.3166666667,16.55,0.1333333333,21,21,20.866666667,23
8266,4,26/05/2022,1,DE001267448266,18/06/2022,DE001267448266,15.216666667,8.7833333333,8.8833333333,15.116666667,7.0833333333,15.016666667,1.9,24,24,22.1,23
